J	?th	eig	newsr	ewsr
0.0	1	-11.932	21.469	56.738
0.0	2	-7.339	12.322	23.996
0.0	3	3.077	13.209	-16.439
1.0	1	-1.162	12.965	-10.854
1.0	2	-0.577	10.312	-0.362
2.0	1	-9.933	17.252	22.168
2.0	2	-7.572	9.718	8.538
2.0	3	-2.051	11.139	-6.005
2.0	4	-0.901	10.564	-3.596
2.0	5	4.288	6.833	-30.250
3.0	1	-6.505	10.254	20.992
3.0	2	-0.991	6.308	-10.340
4.0	1	-8.405	8.589	6.387
4.0	2	-2.912	9.316	-12.996
