J	?th	eig	newsr	ewsr
0.0	1	-11.932	2.385	6.304
0.0	2	-7.339	1.369	2.666
0.0	3	3.077	1.468	-1.827
1.0	1	-1.162	1.441	-1.206
1.0	2	-0.577	1.146	-0.040
2.0	1	-9.933	1.917	2.463
2.0	2	-7.572	1.080	0.949
2.0	3	-2.051	1.238	-0.667
2.0	4	-0.901	1.174	-0.400
2.0	5	4.288	0.759	-3.361
3.0	1	-6.505	1.139	2.332
3.0	2	-0.991	0.701	-1.149
4.0	1	-8.405	0.954	0.710
4.0	2	-2.912	1.035	-1.444
